id_venta,Vehiculo,Nombre,Apellidos,DNI,Licencia,Fecha_Nacimiento,Genero,id_Sucursal,Empleado,Dias,FechaPago,Monto_total
424,Z3,Thedrick,Braunfeld,783-24-8442,00-0078468,14/05/1987,M,6,Thedrick Braunfeld,11,13/08/2023,$2800.95
425,W201,Norrie,Hazeldene,762-73-7363,12-2701612,13/10/1979,M,2,Norrie Hazeldene,14,12/04/2023,$12072.87
426,Scoupe,Karen,Manville,345-28-6891,37-7721518,24/09/1975,F,4,Karen Manville,8,31/01/2023,$18094.71
427,M,Henrietta,Empson,576-10-3054,85-2163535,27/05/1961,F,1,Henrietta Empson,10,19/02/2023,$13485.92
428,Equinox,Boycie,Sharpe,812-04-1992,13-8815857,01/09/1983,M,2,Boycie Sharpe,9,27/05/2022,$4265.97
429,Spectra,Roseann,Abrashkov,141-46-2128,06-1961470,06/03/1990,F,5,Roseann Abrashkov,5,01/08/2022,$15324.20
430,Galant,Stephana,Rheam,176-64-5149,74-4769972,12/11/1975,F,3,Stephana Rheam,13,11/06/2022,$19281.34
431,Elantra,Wyatt,Daniels,541-86-9231,59-2123405,22/08/1950,M,6,Wyatt Daniels,2,17/03/2022,$7673.10
432,RAV4,Conney,Probbing,796-08-0005,60-3569246,22/04/1950,M,5,Conney Probbing,5,28/08/2022,$5718.49
433,LTD Crown Victoria,Rufus,Stenton,129-45-0463,75-9155225,26/09/1991,M,3,Rufus Stenton,13,01/06/2022,$19007.12
434,Ranger,Carlina,Osman,846-57-8229,90-8408983,02/09/1962,F,4,Carlina Osman,13,12/08/2023,$2995.78
435,Mazdaspeed 3,Allison,Aronoff,547-91-7683,43-6874998,15/04/1962,F,4,Allison Aronoff,6,09/05/2022,$2041.70
436,Daewoo Lacetti,Sherrie,Wem,894-35-4276,59-9617791,28/08/1984,F,1,Sherrie Wem,11,10/05/2023,$17505.00
437,Explorer Sport,Ulrike,Huburn,328-63-9879,80-8304998,18/08/1954,F,1,Ulrike Huburn,2,31/12/2022,$898.54
438,Type 2,Sander,Costen,247-32-6753,68-8054757,17/01/2002,M,3,Sander Costen,9,19/09/2022,$12895.16
439,Highlander,Becki,Worsall,634-85-7845,57-7311168,25/01/1973,F,6,Becki Worsall,8,03/10/2022,$3314.04
440,Acclaim,Dilan,Ilett,121-93-7715,01-6063495,19/11/1964,M,3,Dilan Ilett,9,15/02/2022,$18696.63
441,Elise,Byrle,Brayford,869-55-8023,42-5627298,24/12/1981,M,4,Byrle Brayford,10,09/01/2023,$5581.12
442,Type 2,Way,Lunney,308-34-9749,47-8617852,17/08/2000,M,3,Way Lunney,7,09/02/2023,$10255.12
443,Rio,Farlee,Reims,406-30-8839,72-5353522,24/04/1971,M,5,Farlee Reims,5,10/02/2023,$13823.91
444,Dakota,Gayle,Roof,713-88-9297,59-9230259,20/01/1957,M,6,Gayle Roof,1,18/01/2022,$14026.25
445,Dakota,Aluino,Shevels,637-35-4203,91-5434035,30/11/1980,M,4,Aluino Shevels,11,04/08/2022,$1218.67
446,Crown Victoria,Adam,Beese,263-24-3634,04-0368889,09/07/2003,M,4,Adam Beese,3,08/01/2023,$10666.84
447,Camaro,Anthe,Ivanov,406-50-6031,34-4725540,05/08/1981,F,3,Anthe Ivanov,13,18/09/2023,$7697.79
448,Firebird,Fabio,Coils,697-65-0576,20-7398567,28/01/1985,M,6,Fabio Coils,4,16/10/2022,$12689.19
449,Titan,Leontine,Lindner,797-15-5649,31-2433265,18/08/2003,F,2,Leontine Lindner,6,25/05/2022,$15299.11
450,XC70,Moyna,Penman,610-40-1978,62-8603552,21/07/1961,F,3,Moyna Penman,5,10/03/2023,$18860.52
451,Crown Victoria,Salomone,Skain,238-19-9861,34-2692860,07/12/1981,M,2,Salomone Skain,14,06/02/2023,$15469.42
452,LeSabre,Blayne,Sottell,592-01-3502,32-5797335,17/03/1964,M,1,Blayne Sottell,6,16/09/2023,$4441.00
453,Silverado 2500,Horatia,Joire,162-33-5083,14-0061930,25/05/2004,F,1,Horatia Joire,2,22/02/2023,$10327.40
454,Sierra 2500,Yulma,Senechell,501-33-3052,25-1704193,27/11/1975,M,2,Yulma Senechell,13,23/01/2023,$4586.50
455,V70,Bertram,Willcott,790-32-5464,84-5425644,15/08/1982,M,1,Bertram Willcott,12,06/12/2022,$521.60
456,Avalanche 2500,Quill,Somerled,623-74-1103,28-0944892,05/07/1952,M,3,Quill Somerled,13,04/03/2022,$3971.24
457,Neon,Tarrah,Gobell,809-85-0398,99-5052667,24/12/1991,F,6,Tarrah Gobell,12,26/05/2022,$16201.27
458,Camry,Hewe,Dorrins,536-21-0874,12-5144950,15/03/1953,M,2,Hewe Dorrins,1,14/06/2022,$8634.59
459,Tundra,Kaila,Minchin,338-92-7225,23-2813449,16/07/1985,F,3,Kaila Minchin,11,31/08/2023,$4858.25
460,Pilot,Junette,Mallya,269-83-0092,07-5714537,03/01/1979,F,5,Junette Mallya,2,02/06/2022,$10092.24
461,LS Hybrid,Rosella,Palffrey,105-25-1899,93-1490583,26/12/1976,F,2,Rosella Palffrey,5,06/07/2022,$7006.32
462,Sierra 2500HD,Freedman,Weiner,358-80-6506,14-2179134,21/04/1970,M,2,Freedman Weiner,15,09/02/2022,$8605.36
463,Forester,Hailey,Ormshaw,422-04-8282,02-6531125,19/10/1979,M,5,Hailey Ormshaw,11,17/08/2023,$13733.41
464,F250,Neile,Ryton,651-25-3295,65-5663869,17/01/1964,F,2,Neile Ryton,12,14/09/2023,$17928.39
465,Rodeo,Ardelis,Succamore,368-48-9054,94-8983206,24/06/1969,F,5,Ardelis Succamore,3,19/06/2022,$1455.25
466,Passat,Ambur,Achrameev,570-38-8203,55-9096848,03/05/1983,F,6,Ambur Achrameev,10,09/06/2023,$14820.80
467,SL-Class,Alden,Mullinger,159-36-2571,55-0193014,23/08/1995,M,5,Alden Mullinger,8,11/07/2023,$14485.71
468,RVR,Vick,McHan,103-77-4692,15-0572329,18/12/1983,M,2,Vick McHan,2,28/07/2023,$5758.99
469,Titan,Meghann,Fay,774-45-1069,77-2736005,10/03/1966,F,4,Meghann Fay,9,26/08/2022,$6511.11
470,QX,Muire,Riche,431-57-3912,81-8679707,10/07/1990,F,1,Muire Riche,8,23/08/2022,$11835.11
471,Trans Sport,Eloisa,Caulkett,514-12-0705,15-8178718,16/08/1954,F,5,Eloisa Caulkett,14,06/03/2023,$13698.08
472,Express 2500,Georgine,Lampard,199-87-1146,48-7088035,20/12/1966,F,5,Georgine Lampard,5,23/03/2023,$14216.00
473,Ram 3500 Club,Barrett,Turneaux,447-70-4733,84-5661558,25/12/1951,M,2,Barrett Turneaux,14,01/02/2022,$9335.40
474,Q,Kayne,Stoves,512-23-7531,45-6119379,27/06/1958,M,5,Kayne Stoves,2,02/01/2023,$13879.71
475,Bonneville,Aguie,Rubinowitch,693-47-6835,83-7503744,07/07/1997,M,2,Aguie Rubinowitch,4,14/05/2023,$16272.79
476,Ram Van 2500,Ema,Dawson,297-07-5964,96-7714704,19/04/2000,F,5,Ema Dawson,3,04/06/2023,$8421.48
477,B-Series,Lorne,Buckam,653-49-9963,85-1192466,29/09/1960,F,3,Lorne Buckam,10,17/02/2022,$11152.01
478,V50,Rogers,Halden,478-19-9696,98-3689324,21/04/2000,M,2,Rogers Halden,3,27/01/2022,$13821.31
479,Tredia,Simeon,Grushin,668-20-9071,11-9492162,10/08/1965,M,3,Simeon Grushin,10,14/02/2023,$14840.87
480,Charger,Errick,O'Hederscoll,100-48-6002,28-1798797,11/09/1983,M,3,Errick O'Hederscoll,14,08/02/2022,$14908.77
481,Armada,Danella,Leteurtre,764-46-8172,60-3406819,20/08/2003,F,1,Danella Leteurtre,1,23/06/2022,$12918.14
482,V8 Vantage,Kath,Dobrowolski,440-62-7231,74-2094504,06/03/1968,F,4,Kath Dobrowolski,14,19/04/2022,$15331.87
483,Venture,Glenda,Brisson,281-10-4842,22-4734419,24/03/1954,F,2,Glenda Brisson,2,10/09/2023,$4431.02
484,Mark VIII,Ingaberg,Lindman,585-35-2464,41-1037445,16/11/1967,F,4,Ingaberg Lindman,10,29/09/2023,$2836.29
485,914,Claude,Stoker,331-93-6681,07-2865492,07/12/1956,F,3,Claude Stoker,14,03/05/2022,$3314.52
486,Ciera,Lurline,Stranio,757-20-2960,14-5384973,30/08/1979,F,3,Lurline Stranio,6,12/03/2022,$10265.95
487,530,Abbey,Walkley,632-41-0247,31-1486410,01/11/1982,M,4,Abbey Walkley,14,27/10/2022,$17211.89
488,Compass,Perren,Iiannoni,105-74-5115,86-8969762,24/04/1975,M,5,Perren Iiannoni,7,23/03/2022,$17552.58
489,Mountaineer,Robbin,Biggam,818-02-5848,04-2627118,13/11/1977,F,6,Robbin Biggam,6,15/05/2023,$18596.18
490,X5,Breanne,Wards,158-60-3886,76-2043288,14/09/1980,F,2,Breanne Wards,12,04/10/2023,$4969.36
491,Challenger,Marrissa,Zamboniari,168-67-1235,88-2786674,04/11/1960,F,1,Marrissa Zamboniari,12,28/08/2022,$1078.56
492,Trans Sport,Roma,Everton,463-24-5298,14-6881449,27/03/1998,M,4,Roma Everton,9,21/07/2022,$19087.52
493,D250 Club,Farica,Smalls,310-36-7642,42-1538202,06/11/1966,F,5,Farica Smalls,2,11/06/2023,$12415.97
494,3000GT,Kaila,Clews,417-55-1976,99-4812256,13/10/2001,F,5,Kaila Clews,11,04/11/2022,$16781.63
495,Protege,Erny,Dungey,799-91-5022,53-4842877,31/07/1975,M,5,Erny Dungey,15,12/05/2023,$15480.42
496,G-Series G20,Tammie,Mauditt,462-75-0536,83-2357981,01/04/1986,M,5,Tammie Mauditt,15,23/10/2022,$11251.07
497,LS,Marie-jeanne,Resun,378-58-5405,34-4033014,22/03/1955,F,3,Marie-jeanne Resun,6,05/10/2023,$1493.09
498,760,Hattie,Vida,880-61-0139,98-6086449,15/11/1982,F,6,Hattie Vida,2,14/01/2023,$8682.57
499,Town & Country,Georgy,Farnsworth,158-56-9080,03-9758549,02/04/2001,M,4,Georgy Farnsworth,3,03/03/2022,$15250.06
500,F350,Zollie,Winslade,467-97-5180,86-3856930,11/01/1953,M,1,Zollie Winslade,15,13/10/2022,$14285.95
501,Malibu,Prentice,Sciusscietto,311-35-1416,68-5187129,14/07/1991,M,5,Prentice Sciusscietto,11,29/06/2022,$8163.81
502,Freestyle,Beatrice,Craigmile,292-10-1803,82-2981927,20/12/1986,F,2,Beatrice Craigmile,8,20/09/2023,$9743.64
503,Express 1500,Almeta,Oliveto,306-57-8522,00-5894524,19/10/1975,F,6,Almeta Oliveto,6,24/06/2023,$1828.73
504,300,Isadore,Ashpole,350-27-7277,99-2006033,03/09/1979,M,5,Isadore Ashpole,12,30/05/2022,$12773.02
505,Cordia,Fields,Spirit,299-65-4311,93-0619453,05/10/1966,M,6,Fields Spirit,15,19/09/2022,$734.46
506,California,Pip,Le Ball,262-48-7462,96-7715526,08/12/1972,M,4,Pip Le Ball,11,14/05/2022,$11824.16
507,RX,Lisle,Laviste,310-48-1359,12-8030720,20/01/1963,M,2,Lisle Laviste,1,05/08/2022,$18861.61
508,NSX,Puff,Carrington,543-07-2747,19-2777825,02/01/1966,M,1,Puff Carrington,5,24/05/2023,$780.79
509,Skylark,Roshelle,Rijkeseis,268-56-3720,73-0658022,25/02/1981,F,5,Roshelle Rijkeseis,11,29/11/2022,$19408.55
510,Mariner,Waly,Rittelmeyer,356-41-9939,29-7469973,07/05/1993,F,4,Waly Rittelmeyer,5,07/07/2023,$6441.42
511,Town Car,Myrna,Wolford,211-33-7012,68-5826238,06/01/2001,F,6,Myrna Wolford,13,03/10/2023,$9275.48
512,Regency,Karena,Fellona,820-91-8262,88-7197270,09/04/1973,F,3,Karena Fellona,4,05/01/2023,$17714.37
513,1500,Simona,Antognozzii,294-47-7930,34-0022287,21/07/1989,F,5,Simona Antognozzii,10,28/02/2022,$15913.60
514,MKT,Giraud,Parks,360-86-8257,02-7433371,08/11/1971,M,1,Giraud Parks,6,01/03/2023,$14133.00
515,Cayenne,Alejandra,Terrazzo,471-57-7155,55-8004696,29/01/1958,F,1,Alejandra Terrazzo,10,11/01/2023,$15601.52
516,Space,Logan,Sutor,231-75-8808,89-8477305,21/07/1965,M,3,Logan Sutor,1,01/11/2022,$19681.39
517,Grand Cherokee,Mandie,Wilkennson,193-98-1347,10-2423000,09/11/1963,F,1,Mandie Wilkennson,15,28/06/2022,$8892.60
518,Montana,Minna,Seawell,606-20-3591,61-0800710,15/03/1990,F,1,Minna Seawell,4,01/06/2023,$3755.10
519,Voyager,Tonye,Allcroft,305-82-5271,80-0731840,07/07/1968,F,5,Tonye Allcroft,1,03/01/2022,$8470.88
520,Bravada,Mateo,Evenden,169-33-4901,98-6794139,09/03/1955,M,5,Mateo Evenden,5,24/09/2023,$7102.25
521,ES,Audrey,Livingston,273-43-3334,79-0259028,20/06/1963,F,3,Audrey Livingston,9,22/08/2023,$11330.96
522,XL7,Karlie,Faireclough,795-84-5933,75-0485028,26/12/1978,F,4,Karlie Faireclough,6,05/05/2023,$2255.77
523,PT Cruiser,Jammal,Mouncher,293-74-1924,41-1124042,22/09/1994,M,1,Jammal Mouncher,7,22/04/2023,$14235.73
524,Armada,Fraser,Shayes,836-25-6818,28-2410894,09/09/1995,M,2,Fraser Shayes,5,19/08/2022,$11584.02
525,Express 2500,Grenville,Whiskin,848-88-8032,92-6844397,02/11/1987,M,3,Grenville Whiskin,9,22/02/2023,$4396.33
526,Ascender,Kermit,Proud,296-70-8448,82-0667813,12/09/1996,M,1,Kermit Proud,9,07/09/2022,$16286.49
527,SC,Jamie,Gittoes,418-94-0641,68-2353133,12/06/1963,M,2,Jamie Gittoes,12,03/01/2023,$1342.26
528,ES,Wenda,Hannabus,525-44-7720,85-0127501,30/04/1968,F,3,Wenda Hannabus,2,18/08/2023,$17467.26
529,Malibu,Cathie,Eales,779-35-2769,44-3444646,19/08/1969,F,2,Cathie Eales,7,15/12/2022,$13363.85
530,Loyale,Philomena,Britt,683-07-6551,71-7657235,13/06/1972,F,2,Philomena Britt,2,17/02/2022,$13502.93
531,Forenza,Curt,Klosser,505-37-3106,31-7696671,27/11/1978,M,2,Curt Klosser,4,21/09/2023,$5992.29
532,Raider,Antons,Le feuvre,585-61-9152,46-2665437,13/09/2002,M,2,Antons Le feuvre,14,07/08/2023,$17393.58
533,Aura,Wenonah,Stainland,613-53-9593,15-6740470,09/10/1977,F,6,Wenonah Stainland,6,20/05/2023,$8641.00
534,Suburban 1500,Shadow,Tween,715-57-4366,94-0952636,31/08/2003,M,1,Shadow Tween,9,24/09/2023,$19240.19
535,Continental Super,Alaine,Athy,300-40-7975,68-8846143,17/01/1950,F,2,Alaine Athy,12,27/05/2023,$19472.12
536,J,Katharina,Brauner,170-96-1340,11-4903082,09/06/1953,F,5,Katharina Brauner,1,08/07/2022,$4112.93
537,Silhouette,Christi,Matcham,770-28-4673,03-5820975,27/08/1984,F,5,Christi Matcham,5,06/08/2023,$7708.58
538,300ZX,Sonnnie,Bernasek,898-37-1341,47-1620040,22/03/1968,F,4,Sonnnie Bernasek,1,11/06/2023,$5888.95
539,Expedition,Hebert,Bugdale,249-22-2818,73-3334239,29/12/1972,M,6,Hebert Bugdale,3,23/03/2023,$651.22
540,MX-6,Karry,Teulier,874-58-0116,26-3216403,14/05/1981,F,3,Karry Teulier,6,26/07/2022,$5530.42
541,929,Claudie,De Carteret,608-12-9468,39-1163841,05/01/1985,F,4,Claudie De Carteret,4,02/04/2022,$5952.25
542,Silverado 2500,Hester,Connerly,405-21-9574,91-1577403,30/06/1958,F,6,Hester Connerly,6,12/04/2022,$10900.87
543,Grand Vitara,Willi,Pestell,528-46-6601,32-1359636,06/05/1986,M,1,Willi Pestell,15,28/11/2022,$6577.04
544,CL,Julienne,Parsell,478-09-9842,24-3412257,04/06/1969,F,3,Julienne Parsell,9,29/06/2022,$13822.05
545,Continental Mark VII,Masha,Cuttell,631-43-1961,02-8368294,27/10/1970,F,5,Masha Cuttell,9,20/11/2022,$2692.85
546,S6,Natalya,Vose,667-04-0897,60-2290851,10/12/1963,F,4,Natalya Vose,8,01/03/2023,$4866.99
547,Sierra 1500,Clarine,McNamee,575-89-5702,74-9758251,17/03/1972,F,5,Clarine McNamee,13,27/02/2022,$17150.94
548,E250,Flss,MacHoste,248-18-5412,92-2891674,23/01/1990,F,3,Flss MacHoste,13,27/11/2022,$2523.62
549,SLK-Class,Jule,McGiffie,788-21-3158,15-0517103,21/11/1974,M,4,Jule McGiffie,15,26/03/2022,$5309.81
550,Explorer,Solly,Evers,558-32-2431,54-9541475,19/02/1993,M,5,Solly Evers,10,20/02/2023,$4186.75
551,600SEL,Gordy,Lacelett,371-90-9841,47-9631114,19/04/1994,M,5,Gordy Lacelett,11,16/01/2023,$14479.28
552,Skylark,Hoyt,Starcks,198-17-1212,67-7558158,21/06/1992,M,1,Hoyt Starcks,9,11/03/2022,$14232.48
553,M,Rozalie,Balaizot,586-80-6374,64-5812295,04/02/1994,F,3,Rozalie Balaizot,5,11/09/2023,$5227.68
554,Bonneville,Zia,Thurstan,766-43-5437,26-6058899,28/06/1974,F,6,Zia Thurstan,3,29/03/2023,$9001.94
555,9-3,Waylin,Tothe,401-37-9643,05-3008461,12/02/1978,M,6,Waylin Tothe,3,21/07/2023,$12172.30
556,Veracruz,Tobey,Sivior,715-98-9244,82-0598212,07/06/1967,F,5,Tobey Sivior,2,05/05/2022,$13459.19
557,D150,Chantalle,Hannabuss,603-70-7498,35-9871998,26/04/1975,F,1,Chantalle Hannabuss,8,05/06/2022,$8952.32
558,QX56,Traver,Huke,472-61-3510,51-3428823,24/11/1962,M,4,Traver Huke,12,28/09/2023,$17646.00
559,Camaro,Arnuad,Norkett,526-90-7017,94-8803675,12/09/1964,M,3,Arnuad Norkett,9,16/01/2022,$3940.11
560,Continental,Alphard,Kobierzycki,328-96-4105,21-0133265,13/12/1950,M,1,Alphard Kobierzycki,2,16/12/2022,$7164.04
561,Esprit,Burnard,Billitteri,776-39-9103,50-3341150,12/11/2003,M,3,Burnard Billitteri,15,27/02/2022,$1776.28
562,GL-Class,Nate,Beaze,789-73-6612,18-6740055,17/06/1980,M,4,Nate Beaze,10,25/07/2022,$19077.18
563,Town Car,Felicdad,Kibbel,266-19-3881,43-8047144,22/10/1999,F,6,Felicdad Kibbel,13,10/03/2022,$5610.14
564,Rapide,Olly,Grimsdith,799-55-8735,33-3494859,26/05/1995,F,5,Olly Grimsdith,2,25/01/2022,$17404.28
565,Camry,Cale,Bockler,859-07-2816,53-3216976,17/07/1974,M,4,Cale Bockler,2,07/01/2022,$12112.52
566,MR2,Wilhelm,Triplett,203-89-7013,61-4228059,07/08/1966,M,1,Wilhelm Triplett,7,13/03/2022,$8897.60
567,Accord,Andros,Wagerfield,372-49-0206,93-2341081,20/06/1952,M,6,Andros Wagerfield,7,23/04/2022,$17908.71
568,GTI,Barbabra,Carruth,720-67-2230,24-2348389,19/07/1996,F,3,Barbabra Carruth,10,04/07/2023,$16158.82
569,D150 Club,Elissa,Josef,108-11-2681,13-4169916,20/09/1972,F,5,Elissa Josef,3,06/04/2023,$19654.17
570,A8,Viviana,Spuffard,793-63-3960,97-2365124,20/06/1988,F,3,Viviana Spuffard,12,05/10/2022,$16935.90
571,Century,Dix,Domokos,804-23-3919,32-5843229,22/08/1993,F,2,Dix Domokos,12,20/06/2023,$10492.79
572,Bronco,Lexy,Necrews,192-25-4111,99-5927835,18/01/1957,F,1,Lexy Necrews,8,27/04/2023,$19160.55
573,200,Orson,Prantl,484-54-0241,19-9603832,02/05/1951,M,3,Orson Prantl,9,17/07/2023,$9985.18
574,350Z,Shanda,Seely,586-19-6848,26-9772241,23/04/1961,F,3,Shanda Seely,15,16/03/2023,$12169.66
575,F-Series,Fritz,Deguara,819-13-0653,32-7088662,15/02/1964,M,6,Fritz Deguara,1,03/03/2022,$12990.79
576,R-Class,Vida,Woodland,209-57-7172,40-3135971,14/06/1959,F,4,Vida Woodland,3,27/08/2022,$17608.29
577,Esprit,Isobel,Glenn,133-60-8334,43-0093839,06/07/1959,F,4,Isobel Glenn,3,29/01/2023,$13011.58
578,Discovery Series II,Hazlett,Basilotta,881-72-9352,64-3404610,08/10/1981,M,3,Hazlett Basilotta,14,07/01/2022,$1715.95
579,Rabbit,Carroll,Soutar,206-53-8082,89-2140055,12/06/1993,F,2,Carroll Soutar,1,20/12/2022,$19133.09
580,626,Phillida,McAleese,485-71-3328,91-9085930,07/10/1953,F,2,Phillida McAleese,6,03/02/2022,$7063.54
581,C-Class,Leodora,Licciardo,649-55-3886,42-7145895,24/06/1970,F,4,Leodora Licciardo,13,20/01/2022,$18917.76
582,Roadmaster,Fayth,Cawse,201-89-6919,51-9052178,26/07/1979,F,6,Fayth Cawse,15,22/03/2022,$11107.09
583,del Sol,Anet,Semechik,165-06-3398,76-7253849,04/06/1966,F,5,Anet Semechik,9,26/01/2023,$12239.21
584,Explorer,Adelbert,Osgardby,674-67-3822,08-3234535,09/04/1975,M,1,Adelbert Osgardby,1,11/05/2022,$10834.37
585,626,Isobel,Beatens,307-89-8766,76-2710722,31/03/1976,F,4,Isobel Beatens,3,30/04/2022,$1420.46
586,FJ Cruiser,Dwight,Douglass,442-45-6295,04-8974213,18/02/1981,M,6,Dwight Douglass,12,02/08/2023,$10330.24
587,Cobalt,Melany,Mounch,736-03-3984,28-1644618,20/07/1973,F,5,Melany Mounch,8,05/08/2023,$9063.47
588,Ram 1500,Keir,Sailor,441-41-7024,51-4257929,25/01/1992,M,1,Keir Sailor,10,02/12/2022,$12755.22
589,C70,Barnabas,Sparshatt,379-91-7094,63-0248009,03/11/2004,M,5,Barnabas Sparshatt,7,31/03/2022,$7632.87
590,Vandura 3500,Addie,Oseman,111-76-2109,70-6170281,27/07/1986,F,4,Addie Oseman,13,22/08/2023,$15829.63
591,Bonneville,Udell,Sherwin,177-47-1957,12-2447968,24/04/1980,M,4,Udell Sherwin,2,20/09/2023,$2358.71
592,Armada,Estelle,Tourmell,861-36-4963,20-3332757,23/12/1978,F,3,Estelle Tourmell,1,28/09/2022,$19660.35
593,Cabriolet,Barth,Hairsnape,650-60-8443,50-8606052,10/01/1979,M,6,Barth Hairsnape,15,12/08/2023,$13152.25
594,MR2,Monro,Reckhouse,705-55-6992,43-2176568,30/08/1993,M,3,Monro Reckhouse,2,07/07/2023,$15524.17
595,Silverado 2500,Harwell,Halksworth,365-69-5410,52-0124128,19/09/1953,M,3,Harwell Halksworth,3,20/09/2022,$8413.33
596,Crown Victoria,Abelard,Wondraschek,610-39-4464,64-2159429,28/03/1987,M,1,Abelard Wondraschek,15,23/11/2022,$5960.95
597,Touareg,Cullan,Cristofvao,885-70-4674,68-2067696,23/08/1988,M,4,Cullan Cristofvao,11,07/10/2023,$10346.55
598,Toronado,Allyn,Munton,686-34-8812,47-4769031,30/01/2000,M,3,Allyn Munton,2,18/08/2023,$18553.57
599,SLK-Class,Obidiah,Nisbith,658-29-5829,24-5231928,13/09/1977,M,2,Obidiah Nisbith,11,15/06/2022,$14156.42
600,Lucerne,Pepita,Wyles,695-88-9258,17-3600648,09/06/1980,F,4,Pepita Wyles,3,27/04/2023,$9111.77
601,Protege,Stephen,Smoth,478-75-9480,57-7398544,25/01/1975,M,2,Stephen Smoth,2,19/05/2023,$851.23
602,NX,Rahel,Rymer,377-69-5957,45-4547009,05/06/1989,F,4,Rahel Rymer,6,18/12/2022,$13678.48
603,Tribeca,Cleopatra,Shiels,840-12-9329,23-2032444,11/02/1970,F,1,Cleopatra Shiels,2,07/01/2023,$8449.22
604,Savana 2500,Scottie,Nehls,444-17-4468,87-7592963,03/04/1961,M,5,Scottie Nehls,3,09/01/2022,$14491.19
605,Esteem,Reggis,Shortan,353-74-9287,04-4051126,17/01/2002,M,3,Reggis Shortan,12,06/07/2023,$9739.50
606,Catera,Nady,Swiers,497-03-3059,29-7961458,02/05/1980,F,2,Nady Swiers,10,14/08/2023,$5475.15
607,940,Raphael,Hatcliffe,244-60-0767,78-7848933,27/11/1980,M,6,Raphael Hatcliffe,5,07/02/2023,$4114.05
608,Maxima,Odille,Mollen,215-99-0531,70-8052139,02/07/1992,F,6,Odille Mollen,11,04/04/2022,$9351.36
609,960,Ingram,Worswick,322-13-2281,91-3345222,24/09/2000,M,3,Ingram Worswick,8,04/04/2022,$4570.12
610,Courier,Dani,Fleeming,856-31-9641,43-8375295,20/02/1951,M,3,Dani Fleeming,10,18/01/2022,$521.45
611,B-Series,Appolonia,Jowers,343-43-3049,66-2431589,04/05/1988,F,1,Appolonia Jowers,14,09/04/2023,$15033.07
612,Talon,Rene,Zimmerman,496-44-9724,53-3949138,04/11/1967,M,3,Rene Zimmerman,2,06/07/2022,$3114.28
613,Familia,Flemming,Pusey,434-81-9021,87-0959173,09/08/1953,M,6,Flemming Pusey,2,19/06/2022,$13391.89
614,Discovery,Fabian,Scrowston,748-42-4560,29-2226813,09/06/2002,M,3,Fabian Scrowston,5,10/01/2023,$10495.04
615,Sonata,Jamaal,Griffiths,812-91-7876,63-9356394,06/01/1971,M,4,Jamaal Griffiths,6,26/03/2022,$13589.97
616,Suburban 1500,Billie,Doornbos,676-87-8067,89-5961578,18/06/1986,M,5,Billie Doornbos,13,20/08/2023,$13724.59
617,Sierra 3500,Adam,Plunkett,136-87-0844,63-8602533,17/03/1967,M,5,Adam Plunkett,15,22/06/2022,$19749.19
618,Pajero,Elisha,Syratt,539-92-1261,03-5582132,23/06/1966,M,2,Elisha Syratt,4,27/03/2022,$12779.20
619,Corvette,Roberto,Taberer,315-73-3464,84-1481410,03/12/1968,M,1,Roberto Taberer,15,27/08/2023,$4174.63
620,Envoy,Mathias,Pargiter,220-54-7269,80-3725311,26/06/1954,M,3,Mathias Pargiter,2,21/08/2023,$15332.35
621,Coupe GT,Rolando,Pawels,138-09-6054,73-9026927,14/09/1994,M,6,Rolando Pawels,11,24/06/2022,$12732.01
622,Express,Patience,Trundle,716-94-9818,95-7970656,19/08/1968,F,1,Patience Trundle,11,30/04/2022,$8715.04
623,CL-Class,Rivy,Disbrey,595-78-9608,83-7019089,01/09/1977,F,6,Rivy Disbrey,10,09/03/2022,$11607.36
624,Altima,Ynes,McAllester,713-63-1984,95-6378266,31/01/1988,F,6,Ynes McAllester,12,09/10/2023,$18509.99
625,Passat,Merill,Strass,778-37-3259,21-0147987,29/09/1977,M,3,Merill Strass,1,09/06/2022,$13724.61
626,S-Class,Ambrose,Minelli,744-72-8864,34-8189342,14/12/1992,M,2,Ambrose Minelli,3,24/06/2023,$6651.44
627,Matrix,Cassandry,Geipel,670-44-9333,30-0082763,21/11/1969,F,4,Cassandry Geipel,8,05/09/2023,$15263.25
628,Intrigue,Conrado,Todaro,724-34-3318,17-3799030,20/05/1951,M,3,Conrado Todaro,13,16/09/2023,$16489.57
629,X5,Corilla,Skirvin,133-29-3293,11-4801513,09/12/2004,F,2,Corilla Skirvin,8,14/03/2022,$19210.81
630,Silverado 2500,Lyndsie,Hoyes,108-21-9511,65-4764206,07/07/2002,F,4,Lyndsie Hoyes,15,17/03/2022,$4096.06
631,Riviera,Candis,Wonham,665-95-9940,67-4134637,20/03/1990,F,4,Candis Wonham,3,23/06/2023,$16029.03
632,Ram Van 1500,Alaster,Stickel,747-23-8584,84-9361778,26/01/1997,M,5,Alaster Stickel,12,10/08/2023,$18867.06
633,Commander,Shell,Ivory,461-56-9528,06-6222817,21/06/1998,F,3,Shell Ivory,2,12/10/2022,$11290.59
634,Fox,Maddie,Normanell,395-16-5177,28-4254188,11/02/1982,M,5,Maddie Normanell,12,11/05/2022,$15578.64
635,MDX,Berky,Van den Dael,110-36-6801,21-2166126,20/11/1959,M,6,Berky Van den Dael,2,13/01/2022,$2876.96
